ID,HAND
2644,0.3826037650982928
2762,0.3429943161194178
6057,0.3729959073929424
2807,0.2515344244147727
2857,0.2512749740847871
2856,0.2869307523337778
2858,
4001,0.4158298786561353
4074,0.4270769721648284
4079,0.388231701359835
3040,0.3605490260407968
3039,0.3733068406505935
3038,0.3607349144210572
3047,0.3636500030653302
4090,0.2847291454020226
3045,0.3814852433310668
3046,0.45022930842763
6478,0.3625092295716635
6382,0.3295443015494896
8009,0.310510423290709
8008,0.3341346251325524
8010,0.3210981952329089
8007,0.3001875537672882
8118,0.1635345808449436
8119,0.1870335793166632
8139,0.329141855774604
8165,0.3184618291152719
8162,0.2335446754226753
8163,0.2507383445744004
140,
8172,0.3597746117815187
4016,0.2590869586413844
4017,0.1679060897996367
8280,0.4029959007674512
8282,0.4040803498403591
8281,0.3974875709565088
9509,0.3378593449501813
8331,0.2841369415572442
2661,0.3580802999611191
2763,0.3680987692603701
2764,0.3650122107212446
6106,0.327333413141093
2850,0.1939310972450554
6270,0.2399496663538999
6266,0.2139616252881738
6324,0.1681339226284736
6594,0.302084584447077
3048,0.4273695073502645
6406,0.3745824683293229
6407,0.2946197227431709
6405,0.3631654314833711
6404,0.7370782286626619
6408,0.7431024816632293
6435,0.4179988714654741
6441,0.443057025707803
6444,0.1983752082384531
6479,0.1652480057063548
6486,0.3638652725628545
3331,0.4638165249832906
8069,0.2672582475041342
8064,0.3716589150532954
3395,0.3815422170687647
3397,0.2679685570118052
4002,0.2286187286948995
8100,0.5034272643824167
6637,0.3784474403317386
6636,0.4036985354483773
4021,0.4892429922489629
8238,0.357093653403097
8237,0.3790386666261088
4083,0.4875423415933847
4080,0.3805657534784633
8215,0.3095091667373282
5925,0.0959259003922028
5917,0.3451345086672635
5922,0.0831828581283919
6204,0.3610968812586141
6240,0.7893408929622605
6239,0.6705154546833964
2900,0.3614527295252872
2973,0.3907939601275656
2971,0.1181284413131109
2974,0.3096639653389176
3028,
4038,0.2171671662337456
6461,0.2608430783123902
3236,0.2529756842175282
8002,0.4079147989689848
8011,0.3368457788857364
3353,0.4535758423082843
6635,0.1443813656564342
6634,0.1438680176537203
3394,0.4237320015604057
3393,0.3579820205200664
3392,0.2773224555550049
6650,0.4754674439858458
6646,0.480984217566636
6647,0.4672453622926924
6651,0.4763465561563739
6653,0.4384318602951696
6649,0.3954756247421758
6652,0.482594585238197
6648,0.4860814573292428
8222,0.4300873226976239
8112,0.4141293533848124
8111,0.403641326834222
8110,0.4054266413806745
8109,0.4086454943720549
8220,0.4753629663375581
8108,0.3731974879652983
8246,0.2523109392491634
8243,0.4341808676504273
4032,0.2222919367923164
4040,0.2006007272050494
4042,0.0695609498502359
4044,0.1470530585688569
4046,0.3278009503818943
6187,0.4198071933153248
6179,0.3182786732064179
2867,0.1880987632868215
2870,0.2606788120112526
2871,0.2743700879527696
6244,0.2242619910109684
6246,0.2654820254330725
6245,0.2391541114493049
2914,0.3536014848397317
2913,0.3103828866608057
6315,0.3877661002091226
6316,0.3957169010051066
3492,0.3646142929702477
3079,0.4592039381423652
6454,0.4024652931558728
6455,0.2182350029183539
3218,0.2506813637837615
3220,0.2571578553187981
3219,0.2439784097283683
3221,0.5414816955455148
3222,0.3403438757015211
3276,0.3272852161473299
6584,0.379069008106934
6583,0.3388334945328481
6645,0.4982118048657745
6644,0.3971910132687311
6643,0.4803966436799176
6640,0.3562627948744222
8218,0.4353717175506227
8221,0.6499469368455981
8217,0.6594730601308625
8219,0.4534721787624839
8216,
25,
9511,0.2660529826986842
9525,0.2551609924718719
9512,0.237416476936774
9526,0.2607382417722332
5889,0.3577436967160353
5954,0.4680707283015425
6123,0.0485553574156143
6188,0.449406886958463
2812,0.4182224443842245
2811,0.3446567215849935
6201,0.3745080571547503
6311,0.3645502906812878
2945,0.6214614965211894
3099,0.3906754139135349
6394,0.3797226236716867
6395,0.3429159233140128
6397,0.5175223924140083
6396,0.5088908273833993
3178,0.3058199408765502
3179,0.3376000821486744
3180,0.3494048192778712
3239,0.3070252242903286
3238,0.3623444556342265
3240,0.3762557271183537
3237,0.3554022520180789
6549,0.4013605865972483
6550,0.3833631926765815
8014,0.2549034600077739
8013,0.3375714101825418
3299,0.1735306600586739
3298,0.1716834475707346
3297,0.182219660525001
6555,0.4820700273185895
6526,0.263596402905098
8073,0.2784331233819844
8074,0.2053858519747287
8107,0.3706581545297047
8077,0.6410495431160447
6620,0.4142260897905961
6619,0.4578318686849862
6617,0.2271216414479492
8176,0.37498386353517
8175,0.3889680316830677
8252,0.4224636823671712
8253,0.3143094461297177
4073,0.331404732219398
4068,0.2547885209706936
4014,0.3661556510793553
2677,0.3531469717982823
2676,0.3271358928459057
6037,0.2963510355605962
6035,0.3026352930270435
6034,0.3534943160432772
2847,0.3858057954251946
6219,0.2438118851643494
2898,0.394578346594547
2899,0.4453643599096185
6225,0.4054678383557399
6224,0.3222927308053366
3014,0.4032283266994045
3013,0.4014733388765568
6377,0.2767129317842335
6378,0.2875141143830708
6376,0.2834824873528141
6374,0.2811039191253862
6371,0.2777065658848812
6375,0.278890186732561
6338,0.253886611842063
3146,0.4485624056738847
3147,0.4388078938965788
3145,0.4125058562449859
6489,0.5515554608727053
6488,0.656893185082657
6491,0.3016161872294369
8006,0.3052771160750727
6580,0.3152858995133476
8116,0.2417223494552045
6629,0.4451751091257688
3390,0.2665925523363328
8193,0.3420469420626888
8192,0.3621048858868606
8191,0.3082247847279081
8194,0.2133943233183428
3415,0.1485452212407889
4037,0.3157557874304217
8240,0.3963060057649414
8242,0.4859603465691408
8289,0.2668768102862059
8298,0.318344405888277
2650,0.3751929859696929
2646,0.3657410337610219
2649,0.3778500649826748
2832,0.3418501633504732
6271,0.2271016866873488
6346,0.2918496664164932
6344,0.3208584097856128
6345,0.2957098330674321
3037,0.368075404829796
6354,0.2094476572514478
6353,0.1880873027523272
6369,0.4129327186863902
6355,0.4067771508905295
6398,0.2926413265148549
6433,0.4065224278926162
